Ausspielung,Datum,Spiel01_Tendenz1,Spiel01_Tendenz0,Spiel01_Tendenz2,Spiel02_Tendenz1,Spiel02_Tendenz0,Spiel02_Tendenz2,Spiel03_Tendenz1,Spiel03_Tendenz0,Spiel03_Tendenz2,Spiel04_Tendenz1,Spiel04_Tendenz0,Spiel04_Tendenz2,Spiel05_Tendenz1,Spiel05_Tendenz0,Spiel05_Tendenz2,Spiel06_Tendenz1,Spiel06_Tendenz0,Spiel06_Tendenz2,Spiel07_Tendenz1,Spiel07_Tendenz0,Spiel07_Tendenz2,Spiel08_Tendenz1,Spiel08_Tendenz0,Spiel08_Tendenz2,Spiel09_Tendenz1,Spiel09_Tendenz0,Spiel09_Tendenz2,Spiel10_Tendenz1,Spiel10_Tendenz0,Spiel10_Tendenz2,Spiel11_Tendenz1,Spiel11_Tendenz0,Spiel11_Tendenz2,Spiel12_Tendenz1,Spiel12_Tendenz0,Spiel12_Tendenz2,Spiel13_Tendenz1,Spiel13_Tendenz0,Spiel13_Tendenz2,Spiel01_Bookie1,Spiel01_Bookie0,Spiel01_Bookie2,Spiel02_Bookie1,Spiel02_Bookie0,Spiel02_Bookie2,Spiel03_Bookie1,Spiel03_Bookie0,Spiel03_Bookie2,Spiel04_Bookie1,Spiel04_Bookie0,Spiel04_Bookie2,Spiel05_Bookie1,Spiel05_Bookie0,Spiel05_Bookie2,Spiel06_Bookie1,Spiel06_Bookie0,Spiel06_Bookie2,Spiel07_Bookie1,Spiel07_Bookie0,Spiel07_Bookie2,Spiel08_Bookie1,Spiel08_Bookie0,Spiel08_Bookie2,Spiel09_Bookie1,Spiel09_Bookie0,Spiel09_Bookie2,Spiel10_Bookie1,Spiel10_Bookie0,Spiel10_Bookie2,Spiel11_Bookie1,Spiel11_Bookie0,Spiel11_Bookie2,Spiel12_Bookie1,Spiel12_Bookie0,Spiel12_Bookie2,Spiel13_Bookie1,Spiel13_Bookie0,Spiel13_Bookie2,Spiel01_Resultat,Spiel02_Resultat,Spiel03_Resultat,Spiel04_Resultat,Spiel05_Resultat,Spiel06_Resultat,Spiel07_Resultat,Spiel08_Resultat,Spiel09_Resultat,Spiel10_Resultat,Spiel11_Resultat,Spiel12_Resultat,Spiel13_Resultat,Spieleinsatz,Anzahl Klasse 1,Quote Klasse 1,Anzahl Klasse 2,Quote Klasse 2,Anzahl Klasse 3,Quote Klasse 3,Anzahl Klasse 4,Quote Klasse 4,Spiel01_Heim,Spiel01_Auswärts,Spiel02_Heim,Spiel02_Auswärts,Spiel03_Heim,Spiel03_Auswärts,Spiel04_Heim,Spiel04_Auswärts,Spiel05_Heim,Spiel05_Auswärts,Spiel06_Heim,Spiel06_Auswärts,Spiel07_Heim,Spiel07_Auswärts,Spiel08_Heim,Spiel08_Auswärts,Spiel09_Heim,Spiel09_Auswärts,Spiel10_Heim,Spiel10_Auswärts,Spiel11_Heim,Spiel11_Auswärts,Spiel12_Heim,Spiel12_Auswärts,Spiel13_Heim,Spiel13_Auswärts,BL,BL2,DFBP,DL_sonstige,ENG,ITA,ESP,Laenderspiele,International_Club,sonstige,Los_01,Los_02,Los_03,Los_04,Los_05,Los_06,Los_07,Los_08,Los_09,Los_10,Los_11,Los_12,Los_13
843,26.09.2020,3,4,3,6,2,2,4,4,2,1,3,6,2,4,4,4,4,2,1,3,6,3,4,3,2,3,5,2,4,4,3,3,4,5,3,2,2,2,6,31.06,26.19,42.75,66.99,20.19,12.82,39.82,26.67,33.51,13.77,19.76,66.47,34.49,26.97,38.54,36.74,28.15,35.11,9.2,13.69,77.11,31.55,27.52,40.93,34.06,28.47,37.47,36.31,29,34.69,43.76,27.86,28.38,56.61,23.72,19.67,40.09,28.11,31.8,0,0,2,1,1,2,1,0,1,2,1,0,1,473619.5,0,178409.5,1,56834.3,26,2185.9,214,331.9,Bayer 04 Leverkusen,RB Leipzig,Borussia Mönchengladbach,1. FC Union Berlin,1. FSV Mainz 05,VfB Stuttgart,FC Augsburg,Borussia Dortmund,DSC Arminia Bielefeld,1. FC Köln,FC Schalke 04,SV Werder Bremen,TSG 1899 Hoffenheim,FC Bayern München,SC Freiburg,VfL Wolfsburg,FC St. Pauli,1. FC Heidenheim 1846,Karlsruher SC,VfL Bochum 1848,1. FC Nürnberg,SV Sandhausen,SG Dynamo Dresden,Waldhof Mannheim,SV Türkgücü München,1. FC Kaiserslautern,8,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844,03.10.2020,1,3,6,6,2,2,3,3,4,4,3,3,1,3,6,6,3,1,5,3,2,7,2,1,4,3,3,3,3,4,2,4,4,3,4,3,4,3,3,24.25,24.5,51.25,73.62,16.2,10.18,40.17,26.56,33.27,44.45,27.12,28.43,24.57,23.89,51.54,75.78,15.31,8.91,48.42,26.74,24.84,82.35,11.34,6.31,59.36,24.03,16.61,37.77,26.89,35.34,34.31,27.6,38.09,31.9,25.61,42.49,49.4,26.34,24.26,2,1,1,1,0,1,0,1,0,1,0,0,2,659689,6,52824,250,316.6,2609,30.3,15572,6.3,1. FC Köln,Borussia Mönchengladbach,Borussia Dortmund,SC Freiburg,Eintracht Frankfurt,TSG 1899 Hoffenheim,SV Werder Bremen,DSC Arminia Bielefeld,VfB Stuttgart,Bayer 04 Leverkusen,RB Leipzig,FC Schalke 04,VfL Wolfsburg,FC Augsburg,FC Bayern München,Hertha BSC,Hamburger SV,FC Erzgebirge Aue,Holstein Kiel,Fortuna Düsseldorf,FC Würzburger Kickers,SpVgg Greuther Fürth,Lazio Rom,Inter Mailand,Manchester United,Tottenham Hotspur,8,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845,10.10.2020,2,4,4,4,4,2,2,4,4,2,3,5,4,4,2,2,4,4,2,2,6,5,3,2,2,4,4,3,3,4,4,3,3,3,3,4,3,4,3,8.47,17.28,74.25,68.76,20.02,11.22,45.58,28.63,25.79,34.83,28.45,36.72,51.06,27.07,21.87,23.98,28.19,47.83,20.22,25.71,54.07,45.02,29.36,25.62,33.11,31.67,35.22,47.86,27.9,24.24,52.87,28,19.13,21.34,27.56,51.1,43.55,30.2,26.25,2,1,1,1,1,0,2,0,0,1,1,2,0,326192,49,1397.9,757,51.7,5241,7.4,21400,2.2,Ukraine,Deutschland,Spanien,Schweiz,Schottland,Slowakei,England,Belgien,Kroatien,Schweden,Polen,Italien,Island,Dänemark,Frankreich,Portugal,Irland,Wales,Norwegen,Rumänien,Finnland,Bulgarien,Nordirland,Österreich,Russland,Türkei,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
846,17.10.2020,2,3,5,5,3,2,4,4,2,2,2,6,1,3,6,1,2,7,5,3,2,3,3,4,3,4,3,4,4,2,4,4,2,2,4,4,2,4,4,23.13,22.68,54.19,42.12,27.31,30.57,46.26,25.35,28.39,18.79,21.91,59.3,17.02,21.44,61.54,7.48,12.89,79.63,50.68,25.21,24.11,31.2,25.63,43.17,34.79,29.76,35.45,54.17,24.98,20.85,31.74,26.59,41.67,26.85,25.12,48.03,20,40,40,2,0,2,2,2,2,0,0,0,0,1,2,2,436626.5,1,91691.5,27,1940.5,371,141.2,2999,21.8,TSG 1899 Hoffenheim,Borussia Dortmund,SC Freiburg,SV Werder Bremen,Hertha BSC,VfB Stuttgart,1. FSV Mainz 05,Bayer 04 Leverkusen,FC Augsburg,RB Leipzig,DSC Arminia Bielefeld,FC Bayern München,Borussia Mönchengladbach,VfL Wolfsburg,1. FC Köln,Eintracht Frankfurt,FC Schalke 04,1. FC Union Berlin,Fortuna Düsseldorf,SSV Jahn Regensburg,SC Paderborn 07,Hannover 96,FC Würzburger Kickers,Holstein Kiel,VfL Osnabrück,SV Darmstadt 98,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
847,24.10.2020,6,3,1,7,2,1,6,3,1,3,3,4,1,3,6,5,3,2,2,2,6,5,3,2,3,4,3,2,4,4,3,4,3,3,4,3,4,3,3,78.26,14.44,7.3,77.79,13.45,8.76,65.03,20.07,14.9,41.73,28.1,30.17,19.72,23.14,57.14,56.11,24.69,19.2,32.03,25.83,42.14,41.71,27.59,30.7,48.98,27.03,23.99,40.08,27.72,32.2,46.09,26.15,27.76,38.79,26.88,34.33,34.72,27.84,37.44,1,1,1,0,2,1,0,0,1,0,2,0,1,445663,22,4254,438,122,4056,13.1,20964,3.1,Borussia Dortmund,FC Schalke 04,FC Bayern München,Eintracht Frankfurt,RB Leipzig,Hertha BSC,1. FC Union Berlin,SC Freiburg,1. FSV Mainz 05,Borussia Mönchengladbach,VfL Wolfsburg,DSC Arminia Bielefeld,SV Werder Bremen,TSG 1899 Hoffenheim,1. FC Heidenheim 1846,VfL Osnabrück,VfL Bochum 1848,FC Erzgebirge Aue,SV Sandhausen,SC Paderborn 07,FC Barcelona,Real Madrid,Manchester United,FC Chelsea,FC Southampton,FC Everton,7,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848,31.10.2020,2,2,6,7,2,1,4,3,3,1,2,7,2,2,6,3,3,4,3,3,4,2,4,4,3,3,4,2,3,5,3,4,3,2,4,4,2,4,4,32.21,26.11,41.68,48.29,26,25.71,54.12,23.47,22.41,6.84,11.8,81.36,13.02,19.5,67.48,25.32,26.61,48.07,35.68,27.67,36.65,30.56,27.5,41.94,36.78,28.49,34.73,24.63,25.72,49.65,45.1,26.51,28.39,36.53,28.86,34.61,46.8,26.3,26.9,1,1,0,2,2,2,0,1,2,2,2,0,2,438931,2,46087.7,55,957.6,616,85.5,4836,13.6,Borussia Mönchengladbach,RB Leipzig,FC Augsburg,1. FSV Mainz 05,Eintracht Frankfurt,SV Werder Bremen,1. FC Köln,FC Bayern München,DSC Arminia Bielefeld,Borussia Dortmund,SC Freiburg,Bayer 04 Leverkusen,Hertha BSC,VfL Wolfsburg,SpVgg Greuther Fürth,Hannover 96,Karlsruher SC,SV Darmstadt 98,FC Würzburger Kickers,VfL Bochum 1848,SV Wehen Wiesbaden,FC Bayern München II,SV Türkgücü München,FC Ingolstadt 04,Manchester United,FC Arsenal,7,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849,07.11.2020,3,4,3,7,2,1,4,4,2,3,3,4,5,3,2,3,4,3,3,4,3,4,3,3,3,4,3,4,4,2,4,4,2,2,2,6,3,4,3,23.66,22.43,53.91,71.71,18.1,10.19,49.56,26.59,23.85,43.05,27.45,29.5,33.57,26.98,39.45,36.3,26.25,37.45,44.5,26.25,29.25,41.41,26.87,31.72,41.84,27.37,30.79,41.19,29.22,29.59,36.46,27.78,35.76,48.28,23.44,28.28,31.99,28.62,39.39,2,1,1,0,2,0,1,1,2,2,2,0,1,465672.5,0,97791.2,17,3287.1,163,342.8,1441,48.4,Borussia Dortmund,FC Bayern München,RB Leipzig,SC Freiburg,1. FC Union Berlin,DSC Arminia Bielefeld,1. FSV Mainz 05,FC Schalke 04,FC Augsburg,Hertha BSC,VfB Stuttgart,Eintracht Frankfurt,VfL Wolfsburg,TSG 1899 Hoffenheim,Bayer 04 Leverkusen,Borussia Mönchengladbach,SV Darmstadt 98,SC Paderborn 07,SSV Jahn Regensburg,VfL Osnabrück,FC St. Pauli,Karlsruher SC,Manchester City,FC Liverpool,Crystal Palace,Leeds United,8,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,14.11.2020,4,3,3,3,3,4,3,4,3,2,4,4,2,4,4,1,3,6,6,3,1,2,4,4,6,3,1,4,4,2,3,4,3,1,2,7,4,3,3,56.19,23.52,20.29,34.9,29.67,35.43,39.58,29.68,30.74,22.99,27.29,49.72,37.53,29.74,32.73,25.26,30.06,44.68,46.09,30.58,23.33,27.08,27.48,45.44,70.25,19.43,10.32,32.62,32.08,35.3,55.71,26.39,17.9,35.81,28.91,35.28,39.89,28.68,31.43,1,1,2,0,1,2,1,0,1,0,1,1,1,489952.5,4,50170.3,146,402.7,1530,38.4,9495,7.7,Deutschland,Ukraine,Schweden,Kroatien,Portugal,Frankreich,Schweiz,Spanien,Türkei,Russland,Bulgarien,Finnland,Wales,Irland,Rumänien,Norwegen,Österreich,Nordirland,Ungarn,Serbien,Italien,Polen,Slowakei,Schottland,Belgien,England,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
851,21.11.2020,6,2,2,4,3,3,3,3,4,2,2,6,1,2,7,2,3,5,2,2,6,5,3,2,2,2,6,5,3,2,3,4,3,4,4,2,2,2,6,85.32,9.53,5.15,63.24,20.76,16,40.26,24.68,35.06,25.37,26.72,47.91,16.12,21.83,62.05,25.16,24.65,50.19,20.15,23.25,56.6,45.51,26.73,27.76,35.13,28.39,36.48,59.85,22.6,17.55,35.26,28.24,36.5,48.23,25.78,25.99,23.61,24.16,52.23,0,0,0,2,2,0,2,2,2,2,1,1,1,503423.5,0,105718.9,1,60410.8,20,3020.5,302,250,FC Bayern München,SV Werder Bremen,Borussia Mönchengladbach,FC Augsburg,TSG 1899 Hoffenheim,VfB Stuttgart,FC Schalke 04,VfL Wolfsburg,DSC Arminia Bielefeld,Bayer 04 Leverkusen,Eintracht Frankfurt,RB Leipzig,Hertha BSC,Borussia Dortmund,SC Freiburg,1. FSV Mainz 05,1. FC Köln,1. FC Union Berlin,Hamburger SV,VfL Bochum 1848,FC Erzgebirge Aue,SV Darmstadt 98,SpVgg Greuther Fürth,SSV Jahn Regensburg,FC Würzburger Kickers,Hannover 96,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852,28.11.2020,7,2,1,7,2,1,4,3,3,4,4,2,2,2,6,6,2,2,6,2,2,2,3,5,2,2,6,3,3,4,2,4,4,5,3,2,3,3,4,78.37,14.01,7.62,78.42,14.18,7.4,37.44,27.33,35.23,39.56,27.59,32.85,11.18,15.38,73.44,69.84,18.48,11.68,53.58,24.57,21.85,29.42,25.54,45.04,27.71,26.83,45.46,45.21,26.52,28.27,32.96,27.87,39.17,25.08,26.91,48.01,45.75,27.16,27.09,2,1,0,0,2,1,0,0,1,2,2,2,0,692096.5,0,251059.1,5,16610.3,177,469.2,2125,48.8,Borussia Dortmund,1. FC Köln,RB Leipzig,DSC Arminia Bielefeld,1. FC Union Berlin,Eintracht Frankfurt,FC Augsburg,SC Freiburg,VfB Stuttgart,FC Bayern München,Borussia Mönchengladbach,FC Schalke 04,Bayer 04 Leverkusen,Hertha BSC,1. FSV Mainz 05,TSG 1899 Hoffenheim,1. FC Heidenheim 1846,Hamburger SV,Hannover 96,Holstein Kiel,1. FC Nürnberg,SpVgg Greuther Fürth,FC Southampton,Manchester United,FC Chelsea,Tottenham Hotspur,8,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853,04.12.2020,4,3,3,3,4,3,2,3,5,2,3,5,1,3,6,3,4,3,1,2,7,4,4,2,4,4,2,2,4,4,3,4,3,4,4,2,3,3,4,67.34,18.3,14.36,34.81,26.55,38.64,25.71,25.63,48.66,26.67,23.86,49.47,26.93,27.15,45.92,33.53,27.6,38.87,15.37,21.3,63.33,47.8,25.81,26.39,40.7,27.78,31.52,36.14,28.54,35.32,37.98,28.58,33.44,44.96,27.03,28.01,37.57,27.35,35.08,0,2,0,0,0,1,2,2,2,2,1,1,2,787023.5,0,416334,2,47221.4,70,1349.1,686,172,FC Bayern München,RB Leipzig,SV Werder Bremen,VfB Stuttgart,SC Freiburg,Borussia Mönchengladbach,Eintracht Frankfurt,Borussia Dortmund,1. FC Köln,VfL Wolfsburg,DSC Arminia Bielefeld,1. FSV Mainz 05,FC Schalke 04,Bayer 04 Leverkusen,SC Paderborn 07,1. FC Nürnberg,FC Erzgebirge Aue,SSV Jahn Regensburg,FC Würzburger Kickers,SV Sandhausen,SV Wehen Wiesbaden,Hansa Rostock,SC Verl,Hallescher FC,Sevilla FC,Real Madrid,7,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854,11.12.2020,2,3,5,5,3,2,6,2,2,5,3,2,4,4,2,3,4,3,6,2,2,6,3,1,2,2,6,4,3,3,5,3,2,2,2,6,2,4,4,10.48,14.76,74.76,62.97,20.86,16.17,70.45,18.25,11.3,49.01,25.63,25.36,52.83,24.9,22.27,39.34,26.9,33.76,49.71,26.37,23.92,53.5,22.82,23.68,39.6,27.73,32.67,42.66,27.01,30.33,56.72,24.37,18.91,33.8,28.45,37.75,39.63,29.08,31.29,0,2,1,0,1,2,0,1,0,2,1,2,1,1131611,0,653972.3,29,4682.5,457,297.1,4616,36.7,1. FC Union Berlin,FC Bayern München,Borussia Dortmund,VfB Stuttgart,RB Leipzig,SV Werder Bremen,Borussia Mönchengladbach,Hertha BSC,SC Freiburg,DSC Arminia Bielefeld,1. FSV Mainz 05,1. FC Köln,FC Augsburg,FC Schalke 04,Bayer 04 Leverkusen,TSG 1899 Hoffenheim,FC St. Pauli,FC Erzgebirge Aue,Karlsruher SC,Fortuna Düsseldorf,1. FC Nürnberg,FC Würzburger Kickers,Eintracht Braunschweig,VfL Osnabrück,Real Madrid,Atletico Madrid,8,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855,18.12.2020,3,4,3,7,2,1,4,4,2,2,4,4,2,3,5,3,4,3,3,3,4,4,4,2,2,3,5,2,3,5,3,3,4,4,3,3,4,3,3,24.95,23.53,51.52,72.94,17.14,9.92,50.69,23.41,25.9,42.97,28.26,28.77,38.8,28.98,32.22,25.65,25.79,48.56,36.65,27.93,35.42,42.17,26.21,31.62,29.74,27.48,42.78,36.12,28.18,35.7,48.82,27.33,23.85,14.67,20.7,64.63,45.96,27.63,26.41,2,0,2,2,2,2,1,1,2,2,1,2,2,1234989.5,1,913320.1,58,2555.1,784,189,6070,30.5,Bayer 04 Leverkusen,FC Bayern München,RB Leipzig,1. FC Köln,Borussia Mönchengladbach,TSG 1899 Hoffenheim,FC Schalke 04,DSC Arminia Bielefeld,1. FSV Mainz 05,SV Werder Bremen,FC Augsburg,Eintracht Frankfurt,SC Freiburg,Hertha BSC,VfL Wolfsburg,VfB Stuttgart,SV Sandhausen,Holstein Kiel,FC St. Pauli,Fortuna Düsseldorf,1. FC Nürnberg,FC Erzgebirge Aue,FC Southampton,Manchester City,Tottenham Hotspur,Leicester City,8,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,26.12.2020,4,4,2,4,3,3,1,2,7,2,3,5,4,3,3,1,1,8,4,4,2,6,2,2,8,1,1,2,3,5,3,3,4,3,4,3,3,3,4,32.51,27.13,40.36,49.11,25.75,25.14,30.06,28.87,41.07,24.59,25.72,49.69,85.04,10.51,4.45,21.76,25.01,53.23,55.48,23.68,20.84,40.26,28.56,31.18,84.97,10.75,4.28,26.17,29.31,44.52,36.31,29.97,33.72,43.76,29,27.24,29.76,28.68,41.56,0,1,0,1,1,2,1,0,0,0,1,1,2,364553.5,0,76556.2,8,5468.3,137,319.3,1483,36.8,Leicester City,Manchester United,Aston Villa,Crystal Palace,FC Fulham,FC Southampton,FC Arsenal,FC Chelsea,Manchester City,Newcastle United,Sheffield United,FC Everton,Leeds United,FC Burnley,West Ham United,Brighton & Hove Albion,FC Liverpool,West Bromwich Albion,Wolverhampton Wanderers,Tottenham Hotspur,FC Watford,Norwich City,FC Barnsley,Huddersfield Town,Cardiff City,FC Brentford,0,0,0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
857,02.01.2021,3,3,4,3,3,4,2,2,6,2,4,4,2,4,4,2,3,5,5,3,2,2,3,5,8,1,1,5,3,2,4,4,2,4,4,2,5,3,2,60.02,22.15,17.83,46.4,25.71,27.89,28.73,25.1,46.17,40.67,28.83,30.5,32.62,29.11,38.27,16.79,22.86,60.35,54.96,24.64,20.4,24.43,23.64,51.93,86.1,9.45,4.45,58.93,24.22,16.85,52.81,25.6,21.59,50.4,25.69,23.91,53.25,25.97,20.78,1,2,1,2,2,2,1,2,1,1,1,1,2,705781.5,41,5482.2,831,101.9,8203,10.3,42190,2.5,Borussia Dortmund,VfL Wolfsburg,TSG 1899 Hoffenheim,SC Freiburg,Eintracht Frankfurt,Bayer 04 Leverkusen,1. FC Köln,FC Augsburg,SV Werder Bremen,1. FC Union Berlin,DSC Arminia Bielefeld,Borussia Mönchengladbach,Hertha BSC,FC Schalke 04,VfB Stuttgart,RB Leipzig,FC Bayern München,1. FSV Mainz 05,Hamburger SV,SSV Jahn Regensburg,Hannover 96,SV Sandhausen,FC Erzgebirge Aue,Eintracht Braunschweig,Holstein Kiel,VfL Osnabrück,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858,09.01.2021,4,4,2,6,2,2,4,4,2,3,3,4,2,3,5,2,3,5,3,4,3,3,3,4,3,4,3,3,4,3,2,4,4,3,4,3,2,4,4,41.55,27.26,31.19,64.85,20.81,14.34,49.12,26.69,24.19,32.43,28.97,38.6,21.4,23.23,55.37,27.22,24.42,48.36,28.79,27.22,43.99,23.35,26.63,50.02,53.26,24.04,22.7,38.45,27.19,34.36,32.12,28.96,38.92,56.5,22.9,20.6,32.55,27,40.45,2,0,1,0,1,2,2,1,1,2,2,0,0,540992,0,113608.3,10,6491.9,167,388.7,1523,53.2,RB Leipzig,Borussia Dortmund,Bayer 04 Leverkusen,SV Werder Bremen,SC Freiburg,1. FC Köln,1. FC Union Berlin,VfL Wolfsburg,FC Schalke 04,TSG 1899 Hoffenheim,1. FSV Mainz 05,Eintracht Frankfurt,FC Augsburg,VfB Stuttgart,DSC Arminia Bielefeld,Hertha BSC,SC Paderborn 07,FC Erzgebirge Aue,SV Darmstadt 98,Hannover 96,SSV Jahn Regensburg,VfL Bochum 1848,Ajax Amsterdam,PSV Eindhoven,AS Rom,Inter Mailand,8,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
859,16.01.2021,2,3,5,3,3,4,7,2,1,4,4,2,2,4,4,2,4,4,6,2,2,6,3,1,4,4,2,5,3,2,4,4,2,3,4,3,3,4,3,26.62,26.92,46.46,32.9,24.8,42.3,79.05,13.73,7.22,55.76,24.49,19.75,29.04,29.13,41.83,42.89,28.9,28.21,77.8,13.73,8.47,63.54,21.14,15.32,41.13,28.46,30.41,44.3,27.68,28.02,45.39,26.78,27.83,30,40,30,47.98,25.2,26.82,0,0,0,0,0,1,1,1,1,2,1,0,0,728256,0,266542,11,7944.6,359,243.4,3495,31.2,VfL Wolfsburg,RB Leipzig,VfB Stuttgart,Borussia Mönchengladbach,Borussia Dortmund,1. FSV Mainz 05,TSG 1899 Hoffenheim,DSC Arminia Bielefeld,1. FC Köln,Hertha BSC,SV Werder Bremen,FC Augsburg,FC Bayern München,SC Freiburg,Eintracht Frankfurt,FC Schalke 04,1. FC Heidenheim 1846,SV Darmstadt 98,Holstein Kiel,Karlsruher SC,SSV Jahn Regensburg,SV Sandhausen,Aston Villa,FC Everton,FC Liverpool,Manchester United,8,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
860,23.01.2021,4,4,2,4,3,3,1,1,8,2,4,4,2,2,6,4,3,3,1,1,8,4,4,2,2,2,6,1,3,6,2,3,5,3,3,4,2,4,4,46.2,26.37,27.43,36.34,25.88,37.78,12.84,19.9,67.26,26.24,28.18,45.58,21.38,25.04,53.58,43.52,27.73,28.75,7.08,12.1,80.82,51.42,26.71,21.87,33.76,27.27,38.97,24.06,28.19,47.75,39.68,27.46,32.86,36.23,28.23,35.54,26.92,28.08,45,2,1,1,1,2,2,2,1,2,0,1,2,0,878831.5,0,451096.6,17,6203.6,318,331.6,3181,41.4,Bayer 04 Leverkusen,VfL Wolfsburg,SC Freiburg,VfB Stuttgart,1. FSV Mainz 05,RB Leipzig,FC Augsburg,1. FC Union Berlin,DSC Arminia Bielefeld,Eintracht Frankfurt,Hertha BSC,SV Werder Bremen,FC Schalke 04,FC Bayern München,TSG 1899 Hoffenheim,1. FC Köln,SV Darmstadt 98,Holstein Kiel,SV Sandhausen,VfL Bochum 1848,FC St. Pauli,SSV Jahn Regensburg,1. FC Nürnberg,Hannover 96,KFC Uerdingen 05,FC Ingolstadt 04,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
861,30.01.2021,4,3,3,7,2,1,6,2,2,5,3,2,4,3,3,6,2,2,3,4,3,4,3,3,6,2,2,5,3,2,2,4,4,3,4,3,2,3,5,49.54,26.56,23.9,77.15,13.54,9.31,76.04,14.94,9.02,53.23,25.07,21.7,29.1,28.23,42.67,48.84,26.99,24.17,42.18,29.74,28.08,51.31,25.59,23.1,47.09,27.72,25.19,45.05,27.39,27.56,32.84,28.8,38.36,54.73,23.17,22.1,33.19,27.95,38.86,1,1,1,1,0,0,1,1,2,2,1,2,0,1131179,8,86080.5,118,1150.3,1170,116,9088,18.6,RB Leipzig,Bayer 04 Leverkusen,FC Bayern München,TSG 1899 Hoffenheim,Borussia Dortmund,FC Augsburg,Eintracht Frankfurt,Hertha BSC,1. FC Union Berlin,Borussia Mönchengladbach,SV Werder Bremen,FC Schalke 04,1. FC Köln,DSC Arminia Bielefeld,VfL Wolfsburg,SC Freiburg,1. FC Heidenheim 1846,FC St. Pauli,VfL Bochum 1848,Karlsruher SC,SV Sandhausen,1. FC Nürnberg,Atalanta Bergamo,Lazio Rom,FC Arsenal,Manchester United,8,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862,06.02.2021,5,3,2,3,3,4,1,1,8,2,2,6,2,3,5,6,2,2,2,4,4,3,3,4,3,4,3,6,3,1,4,4,2,3,4,3,3,3,4,48.43,24.98,26.59,19.02,22.76,58.22,10.83,18.05,71.12,30.29,28.31,41.4,21.9,26.56,51.54,63.69,21.57,14.74,32.14,25.35,42.51,32.09,29.58,38.33,42.44,27.63,29.93,60.68,22.57,16.75,45.8,27.81,26.39,54.49,23.36,22.15,29.21,26.98,43.81,1,1,2,1,2,2,2,1,0,1,0,1,2,693957,0,145730.9,31,2686.2,540,154.2,4987,20.8,Bayer 04 Leverkusen,VfB Stuttgart,SC Freiburg,Borussia Dortmund,FC Schalke 04,RB Leipzig,1. FSV Mainz 05,1. FC Union Berlin,FC Augsburg,VfL Wolfsburg,Borussia Mönchengladbach,1. FC Köln,TSG 1899 Hoffenheim,Eintracht Frankfurt,DSC Arminia Bielefeld,SV Werder Bremen,SC Paderborn 07,1. FC Heidenheim 1846,SpVgg Greuther Fürth,FC Würzburger Kickers,Karlsruher SC,SSV Jahn Regensburg,Juventus Turin,AS Rom,FC Liverpool,Manchester City,8,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
