Ausspielung,Datum,Spiel01_Tendenz1,Spiel01_Tendenz0,Spiel01_Tendenz2,Spiel02_Tendenz1,Spiel02_Tendenz0,Spiel02_Tendenz2,Spiel03_Tendenz1,Spiel03_Tendenz0,Spiel03_Tendenz2,Spiel04_Tendenz1,Spiel04_Tendenz0,Spiel04_Tendenz2,Spiel05_Tendenz1,Spiel05_Tendenz0,Spiel05_Tendenz2,Spiel06_Tendenz1,Spiel06_Tendenz0,Spiel06_Tendenz2,Spiel07_Tendenz1,Spiel07_Tendenz0,Spiel07_Tendenz2,Spiel08_Tendenz1,Spiel08_Tendenz0,Spiel08_Tendenz2,Spiel09_Tendenz1,Spiel09_Tendenz0,Spiel09_Tendenz2,Spiel10_Tendenz1,Spiel10_Tendenz0,Spiel10_Tendenz2,Spiel11_Tendenz1,Spiel11_Tendenz0,Spiel11_Tendenz2,Spiel12_Tendenz1,Spiel12_Tendenz0,Spiel12_Tendenz2,Spiel13_Tendenz1,Spiel13_Tendenz0,Spiel13_Tendenz2,Spiel01_Bookie1,Spiel01_Bookie0,Spiel01_Bookie2,Spiel02_Bookie1,Spiel02_Bookie0,Spiel02_Bookie2,Spiel03_Bookie1,Spiel03_Bookie0,Spiel03_Bookie2,Spiel04_Bookie1,Spiel04_Bookie0,Spiel04_Bookie2,Spiel05_Bookie1,Spiel05_Bookie0,Spiel05_Bookie2,Spiel06_Bookie1,Spiel06_Bookie0,Spiel06_Bookie2,Spiel07_Bookie1,Spiel07_Bookie0,Spiel07_Bookie2,Spiel08_Bookie1,Spiel08_Bookie0,Spiel08_Bookie2,Spiel09_Bookie1,Spiel09_Bookie0,Spiel09_Bookie2,Spiel10_Bookie1,Spiel10_Bookie0,Spiel10_Bookie2,Spiel11_Bookie1,Spiel11_Bookie0,Spiel11_Bookie2,Spiel12_Bookie1,Spiel12_Bookie0,Spiel12_Bookie2,Spiel13_Bookie1,Spiel13_Bookie0,Spiel13_Bookie2,Spiel01_Resultat,Spiel02_Resultat,Spiel03_Resultat,Spiel04_Resultat,Spiel05_Resultat,Spiel06_Resultat,Spiel07_Resultat,Spiel08_Resultat,Spiel09_Resultat,Spiel10_Resultat,Spiel11_Resultat,Spiel12_Resultat,Spiel13_Resultat,Spieleinsatz,Anzahl Klasse 1,Quote Klasse 1,Anzahl Klasse 2,Quote Klasse 2,Anzahl Klasse 3,Quote Klasse 3,Anzahl Klasse 4,Quote Klasse 4,Spiel01_Heim,Spiel01_Auswärts,Spiel02_Heim,Spiel02_Auswärts,Spiel03_Heim,Spiel03_Auswärts,Spiel04_Heim,Spiel04_Auswärts,Spiel05_Heim,Spiel05_Auswärts,Spiel06_Heim,Spiel06_Auswärts,Spiel07_Heim,Spiel07_Auswärts,Spiel08_Heim,Spiel08_Auswärts,Spiel09_Heim,Spiel09_Auswärts,Spiel10_Heim,Spiel10_Auswärts,Spiel11_Heim,Spiel11_Auswärts,Spiel12_Heim,Spiel12_Auswärts,Spiel13_Heim,Spiel13_Auswärts,BL,BL2,DFBP,DL_sonstige,ENG,ITA,ESP,Laenderspiele,International_Club,sonstige,Los_01,Los_02,Los_03,Los_04,Los_05,Los_06,Los_07,Los_08,Los_09,Los_10,Los_11,Los_12,Los_13
863,13.02.2021,4,3,3,5,3,2,6,3,1,3,3,4,4,4,2,6,3,1,6,2,2,3,4,3,6,2,2,3,4,3,3,4,3,2,3,5,5,3,2,38.19,27.73,34.08,63.17,20.61,16.22,65.71,20.28,14.01,33.9,29.04,37.06,42.52,26.46,31.02,53.75,26.14,20.11,64.15,21.29,14.56,49.09,27.41,23.5,58.99,23.8,17.21,40.06,27.17,32.77,24.69,26.69,48.62,34.41,28.11,37.48,71.44,17.44,11.12,0,0,0,0,0,0,1,1,1,2,1,2,1,834001,3,106957,55,1819.6,650,153.9,4676,26.7,VfL Wolfsburg,Borussia Mönchengladbach,Borussia Dortmund,TSG 1899 Hoffenheim,Bayer 04 Leverkusen,1. FSV Mainz 05,SV Werder Bremen,SC Freiburg,VfB Stuttgart,Hertha BSC,1. FC Union Berlin,FC Schalke 04,Eintracht Frankfurt,1. FC Köln,SV Darmstadt 98,VfL Osnabrück,VfL Bochum 1848,Eintracht Braunschweig,1. FC Nürnberg,FC St. Pauli,SSC Neapel,Juventus Turin,SpVgg Unterhaching,1. FC Saarbrücken,Manchester City,Tottenham Hotspur,7,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,20.02.2021,1,2,7,6,3,1,3,4,3,2,3,5,3,3,4,2,3,5,1,2,7,3,4,3,3,4,3,5,3,2,1,1,8,4,3,3,1,3,6,10,17.21,72.79,56.36,24.36,19.28,38.69,30.31,31,24.2,22.37,53.43,27.49,26.56,45.95,18.11,24.17,57.72,19.19,24.05,56.76,45.62,26.22,28.16,39.64,28.87,31.49,46.18,28.07,25.75,18.17,23.61,58.22,26.61,26.24,47.15,15.13,21.97,62.9,2,2,2,1,2,0,2,1,1,2,1,2,2,619666.5,0,130129.9,10,7435.9,188,395.5,1410,65.9,FC Schalke 04,Borussia Dortmund,Borussia Mönchengladbach,1. FSV Mainz 05,SC Freiburg,1. FC Union Berlin,Eintracht Frankfurt,FC Bayern München,1. FC Köln,VfB Stuttgart,FC Augsburg,Bayer 04 Leverkusen,Hertha BSC,RB Leipzig,TSG 1899 Hoffenheim,SV Werder Bremen,Fortuna Düsseldorf,Hannover 96,Karlsruher SC,1. FC Nürnberg,FC Würzburger Kickers,Hamburger SV,AC Mailand,Inter Mailand,FC Arsenal,Manchester City,8,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,27.02.2021,5,3,2,7,2,1,6,2,2,6,3,1,6,2,2,4,4,2,2,4,4,4,4,2,3,3,4,3,3,4,4,4,2,3,4,3,3,3,4,58.39,22.88,18.73,80.79,12.63,6.58,78.91,14.33,6.76,55.35,24.22,20.43,63.17,21.06,15.77,40.25,28.19,31.56,44.49,27.83,27.68,50.93,26.61,22.46,35.46,29.35,35.19,45.11,28.08,26.81,48.72,27.36,23.92,29.76,27.21,43.03,42.31,29.06,28.63,1,1,1,1,1,0,2,2,1,1,0,2,0,807231.5,14,21403.4,385,251.6,4393,22,27552,4.3,RB Leipzig,Borussia Mönchengladbach,FC Bayern München,1. FC Köln,Borussia Dortmund,DSC Arminia Bielefeld,VfL Wolfsburg,Hertha BSC,VfB Stuttgart,FC Schalke 04,1. FC Union Berlin,TSG 1899 Hoffenheim,1. FSV Mainz 05,FC Augsburg,Bayer 04 Leverkusen,SC Freiburg,1. FC Heidenheim 1846,Fortuna Düsseldorf,SV Sandhausen,VfL Osnabrück,1. FC Nürnberg,Eintracht Braunschweig,Sevilla FC,FC Barcelona,FC Chelsea,Manchester United,8,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866,06.03.2021,5,3,2,3,3,4,2,2,6,2,2,6,5,3,2,3,3,4,3,4,3,2,2,6,5,3,2,3,3,4,4,3,3,4,3,3,5,3,2,57.94,21.8,20.26,38.83,26.95,34.22,32.39,27.6,40.01,19,24.11,56.89,49.34,25.4,25.26,48.86,27.38,23.76,33.55,30.62,35.83,25.39,28.51,46.1,46.08,26.81,27.11,30,30,40,34.73,30.14,35.13,36.22,29.39,34.39,63.32,22.28,14.4,1,2,1,2,0,1,0,0,1,0,1,0,2,604380,0,126919.8,18,4029.2,316,229.5,2875,31.5,FC Bayern München,Borussia Dortmund,Borussia Mönchengladbach,Bayer 04 Leverkusen,TSG 1899 Hoffenheim,VfL Wolfsburg,SC Freiburg,RB Leipzig,Eintracht Frankfurt,VfB Stuttgart,Hertha BSC,FC Augsburg,1. FC Köln,SV Werder Bremen,DSC Arminia Bielefeld,1. FC Union Berlin,Fortuna Düsseldorf,1. FC Nürnberg,VfL Osnabrück,SSV Jahn Regensburg,Eintracht Braunschweig,SV Sandhausen,Atletico Madrid,Real Madrid,Manchester City,Manchester United,8,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
867,13.03.2021,4,4,2,8,1,1,5,3,2,2,2,6,1,2,7,6,3,1,6,2,2,4,3,3,6,2,2,6,2,2,4,3,3,3,3,4,3,4,3,53.66,24.61,21.73,70.94,18.94,10.12,48.79,28.4,22.81,36.32,28.57,35.11,9.24,14.81,75.95,63.59,20.92,15.49,69.55,18.96,11.49,38.81,25.71,35.48,56.35,23.92,19.73,48.78,26.31,24.91,50.05,27.77,22.18,38.98,30.66,30.36,37.49,28.61,33.9,0,1,1,1,2,1,2,1,1,0,0,0,1,833227.5,1,301897.5,121,826.3,173,57.7,1378,9,RB Leipzig,Eintracht Frankfurt,VfL Wolfsburg,FC Schalke 04,1. FC Union Berlin,1. FC Köln,1. FSV Mainz 05,SC Freiburg,SV Werder Bremen,FC Bayern München,Borussia Dortmund,Hertha BSC,Bayer 04 Leverkusen,DSC Arminia Bielefeld,VfB Stuttgart,TSG 1899 Hoffenheim,Hannover 96,FC Würzburger Kickers,Karlsruher SC,Eintracht Braunschweig,1. FC Nürnberg,VfL Osnabrück,AS Monaco,Lille OSC,FC Arsenal,Tottenham Hotspur,8,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
868,20.03.2021,6,3,1,4,4,2,2,2,6,2,2,6,1,3,6,5,3,2,2,2,6,4,4,2,6,2,2,2,3,5,2,3,5,2,2,6,3,4,3,76.77,13.95,9.28,51.28,25.57,23.15,13.78,20.09,66.13,21.72,26.19,52.09,13.81,20.49,65.7,49.07,26.08,24.85,27.29,26.83,45.88,48.22,26.98,24.8,53.51,25.11,21.38,28.29,27.54,44.17,34.33,28.48,37.19,9.74,17.06,73.2,32.64,27.76,39.6,1,1,0,2,2,2,1,1,0,2,0,2,1,635826.5,0,133523.5,63,1211,1207,63.2,9993,9.5,FC Bayern München,VfB Stuttgart,Eintracht Frankfurt,1. FC Union Berlin,1. FC Köln,Borussia Dortmund,SV Werder Bremen,VfL Wolfsburg,FC Schalke 04,Borussia Mönchengladbach,TSG 1899 Hoffenheim,1. FSV Mainz 05,Hertha BSC,Bayer 04 Leverkusen,SC Freiburg,FC Augsburg,SpVgg Greuther Fürth,1. FC Nürnberg,VfL Osnabrück,FC St. Pauli,FC Würzburger Kickers,SSV Jahn Regensburg,FC Everton,Manchester City,Leicester City,Manchester United,8,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869,27.03.2021,2,4,4,4,3,3,4,3,3,3,4,3,5,3,2,2,4,4,2,2,6,2,3,5,2,2,6,2,2,6,4,4,2,2,4,4,2,2,6,10.12,17.63,72.25,54.55,27.68,17.77,74.88,16.76,8.36,38.79,28.34,32.87,64,22.55,13.45,20.12,24.89,54.99,19.69,24.92,55.39,25.42,30.95,43.63,8.75,18.25,73,6.25,14.92,78.83,56.44,26.7,16.86,33.24,30.44,36.32,7.3,14.95,77.75,2,1,1,2,2,0,0,1,2,2,0,0,2,640951,5,53624.6,196,392.4,2702,28.4,19106,5,Rumänien,Deutschland,Russland,Slowenien,Belarus,Estland,Norwegen,Türkei,Irland,Luxemburg,Serbien,Portugal,Tschechien,Belgien,Armenien,Island,Albanien,England,Georgien,Spanien,Ukraine,Finnland,Israel,Schottland,Bulgarien,Italien,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870,03.04.2021,3,3,4,3,3,4,7,2,1,7,2,1,4,3,3,3,4,3,3,4,3,4,4,2,5,3,2,2,4,4,2,4,4,2,4,4,4,4,2,34.7,25.84,39.46,53.25,23.95,22.8,77.74,14.65,7.61,62.07,22.66,15.27,51.82,27.01,21.17,26.29,25.65,48.06,53.37,24.12,22.51,48.95,26.38,24.67,38.12,29.48,32.4,36.37,27.82,35.81,33.13,28.58,38.29,42.93,28.71,28.36,50.11,26.7,23.19,2,2,1,1,0,1,1,1,0,1,2,0,1,595563.5,10,12506.8,277,258,2934,24.3,17421,5.1,RB Leipzig,FC Bayern München,Borussia Dortmund,Eintracht Frankfurt,Bayer 04 Leverkusen,FC Schalke 04,VfL Wolfsburg,1. FC Köln,1. FSV Mainz 05,DSC Arminia Bielefeld,FC Augsburg,TSG 1899 Hoffenheim,Borussia Mönchengladbach,SC Freiburg,VfB Stuttgart,SV Werder Bremen,1. FC Union Berlin,Hertha BSC,1. FC Nürnberg,SC Paderborn 07,SV Darmstadt 98,Fortuna Düsseldorf,SSV Jahn Regensburg,FC Erzgebirge Aue,FC St. Pauli,Eintracht Braunschweig,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
871,10.04.2021,3,3,4,6,3,1,2,3,5,1,3,6,2,4,4,2,2,6,3,4,3,3,3,4,3,4,3,2,3,5,3,4,3,3,4,3,2,4,4,41.63,27.35,31.02,66.99,19.5,13.51,30.47,27.09,42.44,13.8,21.18,65.02,24.28,23.85,51.87,28.95,28.27,42.78,32.16,29.11,38.73,39.07,29.28,31.65,38.21,29.73,32.06,27.79,26.75,45.46,39.94,27.83,32.23,32.53,25.06,42.41,32.96,27.87,39.17,1,0,0,2,2,1,2,2,2,0,2,1,2,557737,0,117124.7,6,11154.7,113,592.2,1108,75.5,Eintracht Frankfurt,VfL Wolfsburg,FC Bayern München,1. FC Union Berlin,Hertha BSC,Borussia Mönchengladbach,SV Werder Bremen,RB Leipzig,VfB Stuttgart,Borussia Dortmund,FC Schalke 04,FC Augsburg,1. FC Köln,1. FSV Mainz 05,Hannover 96,1. FC Heidenheim 1846,VfL Osnabrück,Eintracht Braunschweig,FC Würzburger Kickers,1. FC Nürnberg,FSV Zwickau,FC Viktoria Köln,Real Madrid,FC Barcelona,Tottenham Hotspur,Manchester United,7,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
872,17.04.2021,2,3,5,2,3,5,7,2,1,3,3,4,4,4,2,6,3,1,5,3,2,3,4,3,6,2,2,2,3,5,2,2,6,1,3,6,3,4,3,25.33,24.93,49.74,37.44,25.98,36.58,56.85,23.85,19.3,41.65,28.01,30.34,39.03,29.46,31.51,58.19,24.44,17.37,68.23,18.94,12.83,39.67,29.54,30.79,50.66,25.61,23.73,34.27,29.33,36.4,25.15,27.6,47.25,20.29,27.12,52.59,38.68,26.72,34.6,2,1,1,1,0,1,1,0,1,2,2,1,1,731983,36,7523.3,970,90.5,937,9.3,47192,2.3,VfL Wolfsburg,FC Bayern München,Borussia Mönchengladbach,Eintracht Frankfurt,SC Freiburg,FC Schalke 04,1. FC Union Berlin,VfB Stuttgart,FC Augsburg,DSC Arminia Bielefeld,Bayer 04 Leverkusen,1. FC Köln,Borussia Dortmund,SV Werder Bremen,1. FSV Mainz 05,Hertha BSC,VfL Bochum 1848,Hannover 96,SSV Jahn Regensburg,1. FC Heidenheim 1846,VfL Osnabrück,Fortuna Düsseldorf,FC Chelsea,Manchester City,Atalanta Bergamo,Juventus Turin,8,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
873,24.04.2021,4,4,2,4,4,2,5,3,2,2,3,5,1,1,8,2,4,4,6,3,1,6,2,2,3,3,4,2,3,5,2,4,4,3,4,3,4,3,3,31.62,24.92,43.46,36.85,26.86,36.29,50.41,27.08,22.51,20,30,50,10.96,16.45,72.59,40.6,25.95,33.45,68.39,18.78,12.83,60.97,23.54,15.49,30,30,40,32.6,27.92,39.48,32.25,26.19,41.56,20.81,25.82,53.37,47.11,28.8,24.09,2,0,1,2,1,1,1,1,1,1,1,2,2,538683,0,113123.4,30,2154.7,551,117.3,4666,17.3,VfL Wolfsburg,Borussia Dortmund,SC Freiburg,TSG 1899 Hoffenheim,1. FC Union Berlin,SV Werder Bremen,FC Schalke 04,Hertha BSC,1. FSV Mainz 05,FC Bayern München,Bayer 04 Leverkusen,Eintracht Frankfurt,RB Leipzig,VfB Stuttgart,Borussia Mönchengladbach,DSC Arminia Bielefeld,SC Paderborn 07,Fortuna Düsseldorf,SV Sandhausen,Hannover 96,FC St. Pauli,SpVgg Greuther Fürth,West Ham United,FC Chelsea,Wolverhampton Wanderers,FC Burnley,8,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
874,01.05.2021,6,3,1,6,2,2,2,3,5,4,4,2,2,4,4,2,4,4,4,4,2,2,2,6,6,2,2,3,4,3,5,3,2,2,2,6,4,4,2,78.48,13.91,7.61,70.75,17.33,11.92,20.81,24.97,54.22,35.75,28.36,35.89,50.36,26.6,23.04,42.62,28.08,29.3,39.49,28.38,32.13,25.3,27.03,47.67,44.79,31.76,23.45,33.34,25.96,40.7,40.67,28.73,30.6,15.86,20.15,63.99,33.03,28.9,38.07,1,1,1,2,1,0,2,1,1,1,2,0,0,514819,0,221235.3,11,5616.2,171,361.2,1511,51.1,Borussia Dortmund,Holstein Kiel,Paris Saint-Germain,RC Lens,Girondins de Bordeaux,Stade Rennais FC,Stade Brestois,FC Nantes,FC Lorient,Angers SCO,Olympique Nimes,Stade Reims,Montpellier Herault SC,AS Saint-Etienne,SD Huesca,Real Sociedad San Sebastian,FC Villarreal,FC Getafe,Fortuna Sittard,FC Twente Enschede,FC Groningen,Sparta Rotterdam,Sassuolo Calcio,Atalanta Bergamo,FC Bologna,AC Florenz,0,0,1,0,0,2,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
875,08.05.2021,2,4,4,6,3,1,5,3,2,2,2,6,6,3,1,2,3,5,6,3,1,6,2,2,3,4,3,6,3,1,3,4,3,6,2,2,6,2,2,45.71,25.56,28.73,78.4,14.05,7.55,53.81,25.26,20.93,22.13,25.12,52.75,69.32,17.69,12.99,47.26,25.75,26.99,53.9,22.91,23.19,45.53,26.36,28.11,31.9,27.64,40.46,59.1,23.64,17.26,53.11,25.62,21.27,49.58,27.9,22.52,73.93,16.19,9.88,1,1,1,0,1,2,0,1,2,1,0,2,1,947759.5,16,26266.5,499,227.9,5973,19,38202,3.7,Borussia Dortmund,RB Leipzig,TSG 1899 Hoffenheim,FC Schalke 04,VfL Wolfsburg,1. FC Union Berlin,SV Werder Bremen,Bayer 04 Leverkusen,FC Bayern München,Borussia Mönchengladbach,1. FC Köln,SC Freiburg,Eintracht Frankfurt,1. FSV Mainz 05,1. FC Heidenheim 1846,SV Sandhausen,FC Erzgebirge Aue,SC Paderborn 07,VfL Bochum 1848,SSV Jahn Regensburg,FC Barcelona,Atletico Madrid,Manchester City,FC Chelsea,FC Liverpool,FC Southampton,7,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
876,15.05.2021,4,4,2,4,4,2,4,3,3,1,2,7,3,4,3,1,1,8,2,2,6,4,3,3,2,4,4,2,4,4,3,3,4,2,4,4,4,4,2,44.3,27.57,28.13,56.47,21.42,22.11,51.04,25.52,23.44,11.08,16.19,72.73,37.27,29.15,33.58,8.17,13.95,77.88,14.67,19.16,66.17,36.56,30.66,32.78,35.47,25.89,38.64,31.73,26.43,41.84,43.63,26.83,29.54,31.1,26.29,42.61,57.01,23.79,19.2,0,2,0,0,0,1,2,1,0,1,1,1,2,608489,0,127782.6,1,73018.6,17,4295.2,147,620.9,RB Leipzig,VfL Wolfsburg,Borussia Mönchengladbach,VfB Stuttgart,Bayer 04 Leverkusen,1. FC Union Berlin,SC Freiburg,FC Bayern München,Hertha BSC,1. FC Köln,FC Schalke 04,Eintracht Frankfurt,1. FSV Mainz 05,Borussia Dortmund,FC Augsburg,SV Werder Bremen,DSC Arminia Bielefeld,TSG 1899 Hoffenheim,SV Darmstadt 98,1. FC Heidenheim 1846,SV Sandhausen,SSV Jahn Regensburg,Karlsruher SC,Holstein Kiel,Eintracht Braunschweig,FC Würzburger Kickers,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877,22.05.2021,4,4,2,2,3,5,6,2,2,8,1,1,4,4,2,6,3,1,5,3,2,2,2,6,5,3,2,4,3,3,3,4,3,4,3,3,3,3,4,61.91,20.37,17.72,35.51,24.36,40.13,71.21,16.98,11.81,85.17,9.59,5.24,49.65,23.95,26.4,57.86,22.25,19.89,46.03,22.52,31.45,32.21,24.64,43.15,40.52,24.6,34.88,62.49,19.86,17.65,40.02,26.53,33.45,43.53,25.58,30.89,41.01,26.24,32.75,1,2,1,1,1,2,1,1,2,1,2,2,2,761452,10,28768.7,243,376,251,36.4,15508,7.3,Borussia Dortmund,Bayer 04 Leverkusen,SV Werder Bremen,Borussia Mönchengladbach,1. FC Köln,FC Schalke 04,FC Bayern München,FC Augsburg,TSG 1899 Hoffenheim,Hertha BSC,VfL Wolfsburg,1. FSV Mainz 05,Eintracht Frankfurt,SC Freiburg,1. FC Union Berlin,RB Leipzig,VfB Stuttgart,DSC Arminia Bielefeld,SpVgg Greuther Fürth,Fortuna Düsseldorf,Hannover 96,1. FC Nürnberg,1. FC Heidenheim 1846,Karlsruher SC,FC St. Gallen 1879,FC Luzern,9,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
878,29.05.2021,4,3,3,3,3,4,4,3,3,2,3,5,3,3,4,2,2,6,3,4,3,3,4,3,3,3,4,4,3,3,4,3,3,4,4,2,3,4,3,50.42,28.1,21.48,26.07,27.2,46.73,33.68,27.24,39.08,49.73,27.01,23.26,42.65,27.75,29.6,26.51,25.72,47.77,44.07,27.13,28.8,42.11,28.63,29.26,52.8,24.61,22.59,46.58,25.72,27.7,56.1,24.86,19.04,53.21,24.01,22.78,45.08,26.42,28.5,2,2,1,2,1,2,1,0,2,1,1,1,0,278190.5,9,6491.1,179,186.4,1641,20.3,9314,4.4,Manchester City,FC Chelsea,Holstein Kiel,1. FC Köln,VfL Osnabrück,FC Ingolstadt 04,Chicago Fire,Montreal Impact,New York Red Bulls,Orlando City SC,FC Cincinnati,New England Revolution,Columbus Crew,Toronto FC,Atlanta United FC,Nashville SC,Los Angeles FC,New York City FC,Los Angeles Galaxy,San Jose Earthquakes,Sporting Kansas City,Houston Dynamo,Colorado Rapids,FC Dallas,Real Salt Lake,Minnesota United FC,0,0,0,2,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0
879,05.06.2021,3,4,3,4,4,2,5,3,2,4,3,3,5,3,2,4,3,3,2,4,4,5,3,2,4,4,2,7,2,1,5,3,2,4,4,2,4,3,3,36.67,29.8,33.53,40,40,20,56.37,26.51,17.12,57.51,24.67,17.82,74.66,15.89,9.45,41.31,30.4,28.29,17.1,25.5,57.4,70.89,20.7,8.41,51.83,26.8,21.37,93.03,5.15,1.82,66.12,22.68,11.2,57.5,26.11,16.39,58.46,25.03,16.51,1,1,0,0,1,2,2,1,1,1,1,0,0,288929.5,17,3569.1,265,130.8,2834,12.2,15728,2.7,Deutschland,Portugal,Russland,Bulgarien,Wales,Albanien,Österreich,Slowakei,England,Rumänien,Norwegen,Griechenland,Luxemburg,Schottland,Dänemark,Bosnien und Herzegowina,Belgien,Kroatien,Deutschland,Lettland,Färöer Inseln,Liechtenstein,Polen,Island,Ungarn,Irland,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
880,12.06.2021,4,4,2,4,3,3,4,3,3,3,4,3,5,3,2,6,2,2,4,4,2,4,3,3,3,4,3,4,3,3,2,3,5,3,3,4,3,3,4,35.72,30.46,33.82,57.4,26.04,16.56,66.31,22,11.69,24.49,31.59,43.92,66.57,22.61,10.82,55.37,26.24,18.39,57.1,27.1,15.8,57.61,26.13,16.26,32.6,32.28,35.12,52.53,29.15,18.32,12.89,22.58,64.53,41.82,27.96,30.22,33.63,26.28,40.09,1,1,0,0,2,1,1,1,2,2,2,1,1,379915.5,0,79782.2,10,4558.9,195,233.7,2467,23,Frankreich,Deutschland,England,Kroatien,Spanien,Schweden,Wales,Schweiz,Dänemark,Finnland,Belgien,Russland,Österreich,Nordmazedonien,Niederlande,Ukraine,Schottland,Tschechien,Polen,Slowakei,Ungarn,Portugal,Lilleström SK,FK Haugesund,Viking FK Stavanger,Valerenga IF Oslo,0,0,0,0,0,0,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
881,19.06.2021,4,3,3,2,3,5,4,3,3,4,3,3,4,4,2,3,4,3,2,3,5,2,2,6,2,4,4,2,3,5,4,4,2,3,4,3,4,3,3,30.09,28.58,41.33,9.9,18.63,71.48,69.86,19.28,10.86,67.73,21.18,11.09,43.73,28.22,28.05,38.14,28.6,33.26,5.69,14.08,80.23,6.99,14.72,78.29,25.31,27.32,47.37,13.29,21.24,65.46,46.06,29,24.94,35.35,29.7,34.96,36.68,29.76,33.56,2,0,0,1,1,2,2,2,2,2,1,0,0,468694,3,59402.6,166,338.8,2468,22.7,16973,4.1,Portugal,Deutschland,Ungarn,Frankreich,Spanien,Polen,Italien,Wales,Schweiz,Türkei,Ukraine,Österreich,Nordmazedonien,Niederlande,Finnland,Belgien,Russland,Dänemark,Tschechien,England,Kroatien,Schottland,Valerenga IF Oslo,FK Bodö/Glimt,Mjöndalen IF,Strömsgodset IF,0,0,0,0,0,0,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
882,26.06.2021,3,4,3,4,4,2,5,3,2,5,3,2,3,4,3,5,3,2,4,4,2,5,3,2,6,2,2,3,4,3,1,3,6,3,4,3,3,4,3,19.33,29.34,51.33,65,22,13,56,25,19,39,30,31,14.66,25.67,59.67,62.33,23.34,14.33,37,30,33,40,31,29,40,26,34,57,23,20,36,27,37,45,27,28,58,26,16,2,0,2,1,0,0,1,0,1,2,0,0,0,340602,0,71526.4,1,40872.2,16,2554.5,125,408.7,Wales,Dänemark,Italien,Österreich,Niederlande,Tschechien,Belgien,Portugal,Kroatien,Spanien,Frankreich,Schweiz,England,Deutschland,Schweden,Ukraine,Sporting Kansas City,Los Angeles FC,Toronto FC,FC Cincinnati,Chicago Fire,Philadelphia Union,Real Salt Lake,Houston Dynamo,Nashville SC,CF Montreal,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
883,03.07.2021,3,4,3,3,4,3,3,4,3,4,3,3,5,3,2,3,4,3,4,4,2,4,4,2,3,3,4,2,4,4,4,4,2,3,4,3,3,3,4,25.17,29.71,45.12,11.05,21.74,67.21,37.57,30.3,32.13,39.53,31.92,28.55,65.85,21.9,12.25,75.77,17,7.23,36.77,28.5,34.73,53.04,24.77,22.19,57.58,23.65,18.77,46.72,28.04,25.24,32.47,25.21,42.32,54.07,24.81,21.12,36.48,25.41,38.11,2,2,0,0,1,1,1,2,0,1,2,0,2,314842.5,1,137643.3,29,1302.7,334,113.1,2505,18.8,Tschechien,Dänemark,Ukraine,England,Italien,Spanien,Uruguay,Kolumbien,Argentinien,Ecuador,Brasilien,Peru,Montreal Impact,Miami CF,Orlando City SC,New York Red Bulls,Minnesota United FC,San Jose Earthquakes,Nashville SC,Philadelphia Union,Real Salt Lake,Los Angeles FC,FC Dallas,Vancouver Whitecaps FC,Los Angeles Galaxy,Sporting Kansas City,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
